date,year,month,item_id,item_name,department,category,criticality,lead_time_days,unit_cost_inr,hot_metal_production_mt,plant_operating_hours,is_planned_shutdown,actual_consumption
2019-12-31,2019,12,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,374321,704,0,115
2020-01-31,2020,1,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,368809,706,0,236
2020-02-29,2020,2,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,375482,701,0,239
2020-03-31,2020,3,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,358628,716,1,266
2020-04-30,2020,4,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,374636,713,0,254
2020-05-31,2020,5,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,383363,703,0,260
2020-06-30,2020,6,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,379065,705,0,256
2020-07-31,2020,7,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,374444,702,0,196
2020-08-31,2020,8,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,383439,701,0,125
2020-09-30,2020,9,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,370053,704,0,195
2020-10-31,2020,10,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,387408,716,0,283
2020-11-30,2020,11,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,365244,706,1,240
2020-12-31,2020,12,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,384744,703,0,243
2021-01-31,2021,1,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,384760,716,0,223
2021-02-28,2021,2,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,389946,713,0,180
2021-03-31,2021,3,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,379408,714,1,241
2021-04-30,2021,4,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,382436,711,0,214
2021-05-31,2021,5,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,383741,705,0,187
2021-06-30,2021,6,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,386194,702,0,253
2021-07-31,2021,7,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,394056,707,0,292
2021-08-31,2021,8,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,387050,709,0,231
2021-09-30,2021,9,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,380518,714,0,244
2021-10-31,2021,10,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,375513,716,0,284
2021-11-30,2021,11,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,374473,706,1,233
2021-12-31,2021,12,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,386868,711,0,257
2022-01-31,2022,1,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,376625,707,0,233
2022-02-28,2022,2,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,379895,714,0,198
2022-03-31,2022,3,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,374575,716,1,243
2022-04-30,2022,4,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,376236,704,0,226
2022-05-31,2022,5,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,382996,710,0,230
2022-06-30,2022,6,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,389601,717,0,214
2022-07-31,2022,7,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,380164,711,0,173
2022-08-31,2022,8,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,369580,717,0,180
2022-09-30,2022,9,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,373260,705,0,188
2022-10-31,2022,10,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,379343,715,0,269
2022-11-30,2022,11,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,381526,711,1,206
2022-12-31,2022,12,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,377161,705,0,195
2023-01-31,2023,1,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,369316,712,0,174
2023-02-28,2023,2,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,385271,708,0,188
2023-03-31,2023,3,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,372821,713,1,196
2023-04-30,2023,4,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,373556,707,0,208
2023-05-31,2023,5,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,377761,713,0,227
2023-06-30,2023,6,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,368208,708,0,228
2023-07-31,2023,7,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,373690,705,0,195
2023-08-31,2023,8,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,373025,719,0,139
2023-09-30,2023,9,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,376858,703,0,191
2023-10-31,2023,10,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,387372,714,0,227
2023-11-30,2023,11,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,363517,707,1,218
2023-12-31,2023,12,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,370743,709,0,194
2024-01-31,2024,1,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,369818,713,0,181
2024-02-29,2024,2,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,376892,701,0,222
2024-03-31,2024,3,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,372447,711,1,234
2024-04-30,2024,4,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,386779,705,0,246
2024-05-31,2024,5,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,381964,714,0,177
2024-06-30,2024,6,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,365241,705,0,237
2024-07-31,2024,7,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,383409,718,0,193
2024-08-31,2024,8,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,374772,711,0,193
2024-09-30,2024,9,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,383617,708,0,244
2024-10-31,2024,10,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,376585,705,0,234
2024-11-30,2024,11,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,380287,707,1,240
2024-12-31,2024,12,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,373577,713,0,222
2025-01-31,2025,1,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,376772,701,0,211
2025-02-28,2025,2,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,379216,708,0,221
2025-03-31,2025,3,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,373804,714,1,202
2025-04-30,2025,4,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,377055,712,0,213
2025-05-31,2025,5,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,367657,714,0,235
2025-06-30,2025,6,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,379522,700,0,232
2025-07-31,2025,7,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,371311,705,0,170
2025-08-31,2025,8,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,389191,712,0,181
2025-09-30,2025,9,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,372774,719,0,222
2025-10-31,2025,10,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,379872,716,0,261
2025-11-30,2025,11,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,377487,704,1,269
2025-12-31,2025,12,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,387122,714,0,235
2026-01-31,2026,1,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,373893,707,0,241
2026-02-28,2026,2,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,381230,710,0,262
2026-03-31,2026,3,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,373712,717,1,236
2026-04-30,2026,4,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,388855,709,0,258
2026-05-31,2026,5,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,369291,714,0,260
2026-06-30,2026,6,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,367077,712,0,181
2026-07-31,2026,7,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,375603,708,0,236
2026-08-31,2026,8,SP-HSM-043,High-Pressure Descaling Nozzle Tips (Tungsten),Hot Strip Mill,Wear Parts,Medium,30,4500,374476,709,0,211
2016-01-31,2016,1,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,376336,713,0,10
2016-02-29,2016,2,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,374670,703,0,8
2016-03-31,2016,3,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,386715,716,1,10
2016-04-30,2016,4,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,374709,705,0,8
2016-05-31,2016,5,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,371549,710,0,7
2016-06-30,2016,6,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,362980,707,0,9
2016-07-31,2016,7,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,384221,706,0,8
2016-08-31,2016,8,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,371061,710,0,6
2016-09-30,2016,9,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,378466,711,0,7
2016-10-31,2016,10,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,368997,717,0,9
2016-11-30,2016,11,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,387778,717,1,10
2016-12-31,2016,12,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,377175,712,0,10
2017-01-31,2017,1,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,383830,703,0,7
2017-02-28,2017,2,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,371730,702,0,9
2017-03-31,2017,3,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,387852,710,1,10
2017-04-30,2017,4,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,377785,707,0,8
2017-05-31,2017,5,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,378298,710,0,8
2017-06-30,2017,6,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,368681,701,0,9
2017-07-31,2017,7,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,369002,704,0,6
2017-08-31,2017,8,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,380937,711,0,7
2017-09-30,2017,9,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,367333,710,0,6
2017-10-31,2017,10,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,388734,703,0,10
2017-11-30,2017,11,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,358924,717,1,9
2017-12-31,2017,12,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,384432,702,0,10
2018-01-31,2018,1,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,372418,706,0,8
2018-02-28,2018,2,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,383203,704,0,7
2018-03-31,2018,3,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,386576,704,1,9
2018-04-30,2018,4,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,358454,700,0,8
2018-05-31,2018,5,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,400563,712,0,7
2018-06-30,2018,6,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,371061,700,0,9
2018-07-31,2018,7,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,381990,716,0,9
2018-08-31,2018,8,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,382631,709,0,7
2018-09-30,2018,9,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,388465,709,0,7
2018-10-31,2018,10,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,382411,717,0,9
2018-11-30,2018,11,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,373413,707,1,9
2018-12-31,2018,12,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,377574,710,0,9
2019-01-31,2019,1,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,372557,707,0,7
2019-02-28,2019,2,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,374796,719,0,9
2019-03-31,2019,3,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,363444,704,1,9
2019-04-30,2019,4,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,367910,701,0,6
2019-05-31,2019,5,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,372571,714,0,5
2019-06-30,2019,6,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,386164,700,0,8
2019-07-31,2019,7,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,381587,709,0,5
2019-08-31,2019,8,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,378838,701,0,8
2019-09-30,2019,9,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,380193,715,0,9
2019-10-31,2019,10,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,382302,710,0,9
2019-11-30,2019,11,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,379852,712,1,7
2019-12-31,2019,12,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,371739,703,0,8
2020-01-31,2020,1,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,380474,718,0,8
2020-02-29,2020,2,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,382318,713,0,9
2020-03-31,2020,3,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,379676,712,1,10
2020-04-30,2020,4,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,377545,714,0,6
2020-05-31,2020,5,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,371857,706,0,7
2020-06-30,2020,6,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,372531,708,0,7
2020-07-31,2020,7,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,378358,703,0,8
2020-08-31,2020,8,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,379914,707,0,6
2020-09-30,2020,9,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,382087,715,0,9
2020-10-31,2020,10,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,385219,705,0,8
2020-11-30,2020,11,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,379535,706,1,9
2020-12-31,2020,12,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,372085,713,0,7
2021-01-31,2021,1,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,382305,705,0,6
2021-02-28,2021,2,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,386763,715,0,8
2021-03-31,2021,3,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,373411,701,1,9
2021-04-30,2021,4,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,371474,708,0,9
2021-05-31,2021,5,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,381435,700,0,6
2021-06-30,2021,6,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,369281,717,0,9
2021-07-31,2021,7,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,376227,718,0,7
2021-08-31,2021,8,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,375156,711,0,7
2021-09-30,2021,9,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,384556,717,0,8
2021-10-31,2021,10,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,378007,702,0,8
2021-11-30,2021,11,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,378452,715,1,9
2021-12-31,2021,12,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,364859,713,0,8
2022-01-31,2022,1,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,381088,715,0,8
2022-02-28,2022,2,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,384284,712,0,9
2022-03-31,2022,3,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,378438,711,1,9
2022-04-30,2022,4,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,389242,707,0,7
2022-05-31,2022,5,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,380219,718,0,6
2022-06-30,2022,6,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,375197,710,0,8
2022-07-31,2022,7,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,381113,711,0,7
2022-08-31,2022,8,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,376195,713,0,6
2022-09-30,2022,9,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,369135,718,0,9
2022-10-31,2022,10,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,376675,713,0,7
2022-11-30,2022,11,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,383857,705,1,10
2022-12-31,2022,12,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,379538,711,0,6
2023-01-31,2023,1,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,380622,709,0,6
2023-02-28,2023,2,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,383389,703,0,8
2023-03-31,2023,3,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,387660,716,1,9
2023-04-30,2023,4,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,369665,708,0,10
2023-05-31,2023,5,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,378339,705,0,6
2023-06-30,2023,6,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,377698,711,0,8
2023-07-31,2023,7,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,373318,700,0,6
2023-08-31,2023,8,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,370892,712,0,6
2023-09-30,2023,9,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,368598,717,0,8
2023-10-31,2023,10,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,375443,714,0,8
2023-11-30,2023,11,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,382982,719,1,8
2023-12-31,2023,12,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,378675,709,0,7
2024-01-31,2024,1,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,372659,719,0,7
2024-02-29,2024,2,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,378682,718,0,7
2024-03-31,2024,3,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,374835,701,1,7
2024-04-30,2024,4,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,371656,709,0,6
2024-05-31,2024,5,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,372836,703,0,7
2024-06-30,2024,6,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,364350,715,0,7
2024-07-31,2024,7,SP-CCP-019,Hydraulic Proportional Servo Valve,Continuous Casting,Hydraulics,Critical,90,210000,367846,704,0,5
